Final_Rank,Market,Region,TF,Factors,Direction,AvgWin%,Trades,TotalPnL%,Cost%_per_trade_RT,Net_TotalPnL%_After_Charges,Tax%,Net_TotalPnL%_After_Tax,Verified_File,Indicators_Computation,Cost_Documentation,Tax_Documentation,Verification_Code_Snippet,Verification_Status
75,DIA,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,61.95,205,94.68,0.02,90.58,25,67.93,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLRE,US,1d_5y,EMA9<EMA50+Price>SMA20,LONG,53.37,193,93.19,0.02,89.33,25,67.0,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
77,DIA,US,1d_5y,EMA20<EMA50+RSI>50,LONG,69.03,113,89.58,0.02,87.32,25,65.49,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLRE,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,52.92,240,91.73,0.02,86.93,25,65.2,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
63,QQQ,US,1d_5y,2Red+EMA20>EMA50+Price>SMA50,LONG,60.17,118,89.06,0.02,86.7,25,65.03,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
64,QQQ,US,1d_5y,Price>SMA50+SMA20<SMA50,LONG,60.0,115,87.95,0.02,85.65,25,64.23,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
67,QQQ,US,1d_5y,2Red+EMA20>EMA50+Price>SMA50,LONG,58.73,126,87.65,0.02,85.13,25,63.85,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
68,QQQ,US,1d_5y,Price>SMA50+SMA20<SMA50,LONG,57.63,118,84.24,0.02,81.88,25,61.41,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLRE,US,1d_5y,EMA20<EMA50+RSI>50,LONG,55.61,187,84.35,0.02,80.61,25,60.46,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLRE,US,1d_5y,EMA9<EMA50+RSI>50,LONG,57.14,140,80.47,0.02,77.67,25,58.26,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLP,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,60.75,265,81.25,0.02,75.95,25,56.96,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLI,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,55.61,223,78.88,0.02,74.42,25,55.82,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLP,US,1d_5y,EMA20<EMA50+Price>EMA20,LONG,61.41,184,77.79,0.02,74.11,25,55.58,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLRE,US,1d_5y,EMA20<EMA50+EMA9>EMA20,LONG,56.55,145,76.2,0.02,73.3,25,54.98,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLI,US,1d_5y,EMA20<EMA50+RSI>50,LONG,63.96,111,75.1,0.02,72.88,25,54.66,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLP,US,1d_5y,EMA20<EMA50+Range<1%,LONG,61.78,225,75.02,0.02,70.52,25,52.89,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLI,US,1d_5y,EMA20<EMA50+Price>EMA20,LONG,60.77,130,71.62,0.02,69.02,25,51.77,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLC,US,1d_5y,Price>EMA20+Range<1%,LONG,53.23,310,75.22,0.02,69.02,25,51.76,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLC,US,1d_5y,Price>EMA9+Range<1%,LONG,53.98,289,74.7,0.02,68.92,25,51.69,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLP,US,1d_5y,Range<1%+SMA20<EMA20,LONG,58.26,321,73.89,0.02,67.47,25,50.6,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLC,US,1d_5y,Price>SMA20+Range<1%,LONG,53.87,297,71.7,0.02,65.76,25,49.32,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLU,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,53.33,285,70.7,0.02,65.0,25,48.75,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,IJH,US,1d_5y,EMA20<EMA50+Price>EMA50,LONG,66.67,81,66.03,0.02,64.41,25,48.31,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,IJH,US,1d_5y,EMA20<EMA50+Price>SMA50,LONG,70.42,71,64.66,0.02,63.24,25,47.43,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,IWM,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,49.57,234,67.26,0.02,62.58,25,46.93,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,IWM,US,1d_5y,Price>SMA50+SMA20<SMA50,LONG,57.14,119,64.26,0.02,61.88,25,46.41,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLY,US,1d_5y,EMA9<EMA50+RSI>50,LONG,58.65,104,62.07,0.02,59.99,25,44.99,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,IJH,US,1d_5y,Price>SMA50+SMA20<SMA50,LONG,58.82,136,61.25,0.02,58.53,25,43.89,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,IWM,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,48.47,262,63.49,0.02,58.25,25,43.68,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,IJH,US,1d_5y,EMA20<EMA50+EMA9>EMA20,LONG,63.51,74,58.79,0.02,57.31,25,42.98,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLB,US,1d_5y,EMA20<EMA50+EMA9>EMA20,LONG,55.93,118,58.26,0.02,55.9,25,41.92,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,IWM,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,49.53,214,59.77,0.02,55.49,25,41.62,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,IJH,US,1d_5y,EMA20<EMA50+Price>EMA20,LONG,54.48,145,58.16,0.02,55.26,25,41.45,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLU,US,1d_5y,EMA20<EMA50+EMA9>EMA20,LONG,57.89,133,57.51,0.02,54.85,25,41.14,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLU,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,52.4,208,58.76,0.02,54.6,25,40.95,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLU,US,1d_5y,EMA9>EMA20+SMA20<SMA50,LONG,54.73,201,56.45,0.02,52.43,25,39.33,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,TRX,Crypto,1d_5y,EMA9>EMA20+Price>SMA50+Range<1%,LONG,66.67,78,75.26,0.3,51.86,25,38.89,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.30% RT (Binance 0.1% per side + slippage 0.05% per side),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,TRX,Crypto,1d_5y,Price>SMA50+Range<1%,LONG,66.28,86,77.55,0.3,51.75,25,38.81,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.30% RT (Binance 0.1% per side + slippage 0.05% per side),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,IWM,US,1d_5y,RSI>50+SMA20<SMA50,LONG,50.27,187,55.03,0.02,51.29,25,38.47,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLY,US,1d_5y,EMA20<EMA50+RSI>50,LONG,55.17,145,53.19,0.02,50.29,25,37.72,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,TRX,Crypto,1d_5y,EMA9>EMA20+Range<1%,LONG,65.56,90,76.63,0.3,49.63,25,37.22,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.30% RT (Binance 0.1% per side + slippage 0.05% per side),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,TRX,Crypto,1d_5y,EMA9>EMA20+Price>EMA50+Range<1%,LONG,65.38,78,71.6,0.3,48.2,25,36.15,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.30% RT (Binance 0.1% per side + slippage 0.05% per side),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,TRX,Crypto,1d_5y,EMA9>EMA50+Range<1%,LONG,64.56,79,70.3,0.3,46.6,25,34.95,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.30% RT (Binance 0.1% per side + slippage 0.05% per side),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLU,US,1d_5y,EMA9<EMA50+Price>SMA20,LONG,49.1,167,47.79,0.02,44.45,25,33.34,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLV,US,1d_5y,EMA20<EMA50+Range<1%,LONG,53.75,160,42.45,0.02,39.25,25,29.44,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLY,US,1d_5y,EMA9<EMA50+Price>EMA20,LONG,51.97,127,40.14,0.02,37.6,25,28.2,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLV,US,1d_5y,EMA20<EMA50+EMA9>EMA20,LONG,54.55,121,36.64,0.02,34.22,25,25.66,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLV,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,51.79,224,38.43,0.02,33.95,25,25.46,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLY,US,1d_5y,EMA20<EMA50+Price>EMA20,LONG,50.9,167,33.26,0.02,29.92,25,22.44,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,IBB,US,1d_5y,EMA9<EMA50+Price>EMA20,LONG,49.73,183,30.53,0.02,26.87,25,20.15,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,KBE,US,1d_5y,EMA9<EMA50+Price>EMA20,LONG,49.73,183,30.53,0.02,26.87,25,20.15,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLU,US,1d_5y,EMA9<EMA50+Price>EMA20,LONG,49.73,183,30.53,0.02,26.87,25,20.15,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLV,US,1d_5y,EMA9>EMA20+Range<1%,LONG,52.32,302,29.89,0.02,23.85,25,17.89,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
