Final_Rank,Market,Region,TF,Factors,Direction,AvgWin%,Trades,TotalPnL%,Cost%_per_trade_RT,Net_TotalPnL%_After_Charges,Tax%,Net_TotalPnL%_After_Tax,Verified_File,Indicators_Computation,Cost_Documentation,Tax_Documentation,Verification_Code_Snippet,Verification_Status
64,Sensex,India,1d_5y,Price<SMA50+Range>1.5%+Close<Open,LONG,66.15,65,19.16,0.12,11.36,15,9.66,Sensex_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
65,DOGE,Crypto,1d_5y,EMA9>EMA20+EMA20<EMA50+2Red,SHORT,65.91,44,26.32,0.3,13.12,30,9.18,DOGE_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.30% RT = Binance 0.1% per side (0.2% RT) + slippage 0.05% per side (0.1% RT),30% India crypto tax / 25% US,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
66,Bank Nifty Yahoo,India,5Y,Price>SMA20+EMA20<EMA50+Range>1.5%,LONG,64.44,45,16.0,0.12,10.6,15,9.01,Nifty_Bank_YAHOO_5Y_REAL_YAHOO.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
67,Bank Nifty,India,1d_5y,Price>SMA20+EMA20<EMA50+Range>1.5%,LONG,64.44,45,16.0,0.12,10.6,15,9.01,Bank_Nifty_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
68,SPY,US,1d_5y,Price>SMA50+EMA20<EMA50+Close>Open,LONG,68.89,45,12.68,0.02,11.78,25,8.83,SPY_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
69,Sensex,India,1d_5y,Price<SMA50+Range>1.5%+2Red,LONG,64.58,48,15.59,0.12,9.83,15,8.36,Sensex_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
70,Sensex,India,1d_5y,Price<SMA50+EMA9>EMA20+2Red,SHORT,65.71,35,13.24,0.12,9.04,15,7.68,Sensex_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
71,Sensex,India,1d_5y,RSI<45+Range>1.5%+Close<Open,LONG,64.52,62,15.83,0.12,8.39,15,7.13,Sensex_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
72,DIA,US,1d_5y,EMA9>EMA20+EMA20<EMA50+Close<Open,LONG,70.0,30,10.0,0.02,9.4,25,7.05,DIA_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
73,Bank Nifty,India,1d_5y,RSI<45+EMA20>EMA50+Close>Open,SHORT,71.88,32,11.54,0.12,7.7,15,6.54,Bank_Nifty_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
74,Bank Nifty Yahoo,India,5Y,RSI<45+EMA20>EMA50+Close>Open,SHORT,71.88,32,11.54,0.12,7.7,15,6.54,Nifty_Bank_YAHOO_5Y_REAL_YAHOO.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
75,XLK_Tech,US,1d_5y,Price>SMA50+EMA9<EMA20,LONG,69.57,46,9.03,0.02,8.11,25,6.08,XLK_Tech_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
76,Sensex,India,1d_5y,Price>SMA20+EMA9<EMA20+Close<Open,LONG,70.97,31,10.53,0.12,6.81,15,5.79,Sensex_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
77,Sensex,India,1d_5y,EMA9>EMA20+Range>1.5%+Close<Open,LONG,65.62,32,9.12,0.12,5.28,15,4.49,Sensex_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
78,Nifty 50 Yahoo,India,5Y,EMA9>EMA20+Range>1.5%+Close<Open,LONG,64.71,34,8.51,0.12,4.43,15,3.77,Nifty_50_YAHOO_5Y_REAL_YAHOO.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
79,GIFT Nifty,India,5Y,EMA9>EMA20+Range>1.5%+Close<Open,LONG,64.71,34,8.51,0.12,4.43,15,3.77,GIFT_Nifty_5Y_REAL_YAHOO.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
80,Nifty 50,India,1d_5y,EMA9>EMA20+Range>1.5%+Close<Open,LONG,64.71,34,8.51,0.12,4.43,15,3.77,Nifty_50_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
81,XRP,Crypto,1d_5y,Price<SMA50+EMA20>EMA50+Close>Open,SHORT,66.67,42,16.06,0.3,3.46,30,2.42,XRP_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.30% RT = Binance 0.1% per side (0.2% RT) + slippage 0.05% per side (0.1% RT),30% India crypto tax / 25% US,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
